image_id,label,variety,age
101420.jpg,bacterial_leaf_blight,ADT45,55
101469.jpg,bacterial_leaf_blight,ADT45,55
101485.jpg,bacterial_leaf_blight,ADT45,55
101516.jpg,bacterial_leaf_blight,ADT45,55
101658.jpg,bacterial_leaf_blight,ADT45,55
101702.jpg,bacterial_leaf_blight,ADT45,55
101767.jpg,bacterial_leaf_blight,ADT45,55
101798.jpg,bacterial_leaf_blight,ADT45,55
101805.jpg,bacterial_leaf_blight,ADT45,55
101888.jpg,bacterial_leaf_blight,ADT45,55
102062.jpg,bacterial_leaf_blight,ADT45,55
102117.jpg,bacterial_leaf_blight,ADT45,55
102128.jpg,bacterial_leaf_blight,ADT45,55
102130.jpg,bacterial_leaf_blight,ADT45,55
102166.jpg,bacterial_leaf_blight,ADT45,55
102167.jpg,bacterial_leaf_blight,ADT45,55
102259.jpg,bacterial_leaf_blight,ADT45,55
102475.jpg,bacterial_leaf_blight,ADT45,55
102488.jpg,bacterial_leaf_blight,ADT45,55
102544.jpg,bacterial_leaf_blight,ADT45,55
102617.jpg,bacterial_leaf_blight,ADT45,55
102738.jpg,bacterial_leaf_blight,ADT45,55
102773.jpg,bacterial_leaf_blight,ADT45,55
103313.jpg,bacterial_leaf_blight,ADT45,55
103392.jpg,bacterial_leaf_blight,ADT45,55
103552.jpg,bacterial_leaf_blight,ADT45,55
103606.jpg,bacterial_leaf_blight,ADT45,55
103615.jpg,bacterial_leaf_blight,ADT45,55
104092.jpg,bacterial_leaf_blight,ADT45,55
104110.jpg,bacterial_leaf_blight,ADT45,55
104271.jpg,bacterial_leaf_blight,ADT45,55
104273.jpg,bacterial_leaf_blight,ADT45,55
104316.jpg,bacterial_leaf_blight,ADT45,55
104361.jpg,bacterial_leaf_blight,ADT45,55
104432.jpg,bacterial_leaf_blight,ADT45,55
104438.jpg,bacterial_leaf_blight,ADT45,55
104439.jpg,bacterial_leaf_blight,ADT45,55
104458.jpg,bacterial_leaf_blight,ADT45,55
104518.jpg,bacterial_leaf_blight,ADT45,55
104576.jpg,bacterial_leaf_blight,ADT45,55
104605.jpg,bacterial_leaf_blight,ADT45,55
104691.jpg,bacterial_leaf_blight,ADT45,55
104704.jpg,bacterial_leaf_blight,ADT45,55
104799.jpg,bacterial_leaf_blight,ADT45,55
104819.jpg,bacterial_leaf_blight,ADT45,55
104827.jpg,bacterial_leaf_blight,ADT45,55
104842.jpg,bacterial_leaf_blight,ADT45,55
104937.jpg,bacterial_leaf_blight,ADT45,55
104942.jpg,bacterial_leaf_blight,ADT45,55
104997.jpg,bacterial_leaf_blight,ADT45,55
105008.jpg,bacterial_leaf_blight,ADT45,55
105125.jpg,bacterial_leaf_blight,ADT45,55
105416.jpg,bacterial_leaf_blight,ADT45,55
105426.jpg,bacterial_leaf_blight,ADT45,55
105429.jpg,bacterial_leaf_blight,ADT45,55
105486.jpg,bacterial_leaf_blight,ADT45,55
105544.jpg,bacterial_leaf_blight,ADT45,55
105561.jpg,bacterial_leaf_blight,ADT45,55
105851.jpg,bacterial_leaf_blight,ADT45,55
105857.jpg,bacterial_leaf_blight,ADT45,55
105948.jpg,bacterial_leaf_blight,ADT45,55
106028.jpg,bacterial_leaf_blight,ADT45,55
106141.jpg,bacterial_leaf_blight,ADT45,55
106263.jpg,bacterial_leaf_blight,ADT45,55
106272.jpg,bacterial_leaf_blight,ADT45,55
106280.jpg,bacterial_leaf_blight,ADT45,55
106292.jpg,bacterial_leaf_blight,ADT45,55
106340.jpg,bacterial_leaf_blight,ADT45,55
106395.jpg,bacterial_leaf_blight,ADT45,55
106514.jpg,bacterial_leaf_blight,ADT45,55
106629.jpg,bacterial_leaf_blight,ADT45,55
106645.jpg,bacterial_leaf_blight,ADT45,55
106934.jpg,bacterial_leaf_blight,ADT45,55
107177.jpg,bacterial_leaf_blight,ADT45,55
107178.jpg,bacterial_leaf_blight,ADT45,55
107284.jpg,bacterial_leaf_blight,ADT45,55
107296.jpg,bacterial_leaf_blight,ADT45,55
107493.jpg,bacterial_leaf_blight,ADT45,55
107619.jpg,bacterial_leaf_blight,ADT45,55
107829.jpg,bacterial_leaf_blight,ADT45,55
107998.jpg,bacterial_leaf_blight,ADT45,55
108046.jpg,bacterial_leaf_blight,ADT45,55
108078.jpg,bacterial_leaf_blight,ADT45,55
108117.jpg,bacterial_leaf_blight,ADT45,55
108199.jpg,bacterial_leaf_blight,ADT45,55
108265.jpg,bacterial_leaf_blight,ADT45,55
108340.jpg,bacterial_leaf_blight,ADT45,55
108396.jpg,bacterial_leaf_blight,ADT45,55
108415.jpg,bacterial_leaf_blight,ADT45,55
108422.jpg,bacterial_leaf_blight,ADT45,55
108425.jpg,bacterial_leaf_blight,ADT45,55
108631.jpg,bacterial_leaf_blight,ADT45,55
108697.jpg,bacterial_leaf_blight,ADT45,55
108876.jpg,bacterial_leaf_blight,ADT45,55
108884.jpg,bacterial_leaf_blight,ADT45,55
109021.jpg,bacterial_leaf_blight,ADT45,55
109173.jpg,bacterial_leaf_blight,ADT45,55
109196.jpg,bacterial_leaf_blight,ADT45,55
109249.jpg,bacterial_leaf_blight,ADT45,55
109360.jpg,bacterial_leaf_blight,ADT45,55
109366.jpg,bacterial_leaf_blight,ADT45,55
109440.jpg,bacterial_leaf_blight,ADT45,55
109588.jpg,bacterial_leaf_blight,ADT45,55
109635.jpg,bacterial_leaf_blight,ADT45,55
109795.jpg,bacterial_leaf_blight,ADT45,55
109995.jpg,bacterial_leaf_blight,ADT45,55
110079.jpg,bacterial_leaf_blight,ADT45,55
110392.jpg,bacterial_leaf_blight,ADT45,55
110400.jpg,bacterial_leaf_blight,ADT45,55
100234.jpg,bacterial_leaf_blight,ADT45,60
101004.jpg,bacterial_leaf_blight,ADT45,60
101553.jpg,bacterial_leaf_blight,ADT45,60
101849.jpg,bacterial_leaf_blight,ADT45,60
101979.jpg,bacterial_leaf_blight,ADT45,60
103056.jpg,bacterial_leaf_blight,ADT45,60
103458.jpg,bacterial_leaf_blight,ADT45,60
104751.jpg,bacterial_leaf_blight,ADT45,60
105059.jpg,bacterial_leaf_blight,ADT45,60
105239.jpg,bacterial_leaf_blight,ADT45,60
105477.jpg,bacterial_leaf_blight,ADT45,60
106624.jpg,bacterial_leaf_blight,ADT45,60
106964.jpg,bacterial_leaf_blight,ADT45,60
107251.jpg,bacterial_leaf_blight,ADT45,60
108257.jpg,bacterial_leaf_blight,ADT45,60
108696.jpg,bacterial_leaf_blight,ADT45,60
108828.jpg,bacterial_leaf_blight,ADT45,60
108844.jpg,bacterial_leaf_blight,ADT45,60
109520.jpg,bacterial_leaf_blight,ADT45,60
109831.jpg,bacterial_leaf_blight,ADT45,60
110022.jpg,bacterial_leaf_blight,ADT45,60
110083.jpg,bacterial_leaf_blight,ADT45,60
110213.jpg,bacterial_leaf_blight,ADT45,60
100133.jpg,bacterial_leaf_blight,ADT45,65
100169.jpg,bacterial_leaf_blight,ADT45,65
100513.jpg,bacterial_leaf_blight,ADT45,65
100635.jpg,bacterial_leaf_blight,ADT45,65
101394.jpg,bacterial_leaf_blight,ADT45,65
101638.jpg,bacterial_leaf_blight,ADT45,65
101731.jpg,bacterial_leaf_blight,ADT45,65
102119.jpg,bacterial_leaf_blight,ADT45,65
102420.jpg,bacterial_leaf_blight,ADT45,65
102555.jpg,bacterial_leaf_blight,ADT45,65
102560.jpg,bacterial_leaf_blight,ADT45,65
102841.jpg,bacterial_leaf_blight,ADT45,65
103032.jpg,bacterial_leaf_blight,ADT45,65
103097.jpg,bacterial_leaf_blight,ADT45,65
103169.jpg,bacterial_leaf_blight,ADT45,65
103319.jpg,bacterial_leaf_blight,ADT45,65
103323.jpg,bacterial_leaf_blight,ADT45,65
104106.jpg,bacterial_leaf_blight,ADT45,65
104175.jpg,bacterial_leaf_blight,ADT45,65
104732.jpg,bacterial_leaf_blight,ADT45,65
105570.jpg,bacterial_leaf_blight,ADT45,65
105675.jpg,bacterial_leaf_blight,ADT45,65
105852.jpg,bacterial_leaf_blight,ADT45,65
105993.jpg,bacterial_leaf_blight,ADT45,65
107254.jpg,bacterial_leaf_blight,ADT45,65
107812.jpg,bacterial_leaf_blight,ADT45,65
108183.jpg,bacterial_leaf_blight,ADT45,65
109304.jpg,bacterial_leaf_blight,ADT45,65
101467.jpg,bacterial_leaf_blight,ADT45,68
101652.jpg,bacterial_leaf_blight,ADT45,68
102639.jpg,bacterial_leaf_blight,ADT45,68
102648.jpg,bacterial_leaf_blight,ADT45,68
102659.jpg,bacterial_leaf_blight,ADT45,68
103686.jpg,bacterial_leaf_blight,ADT45,68
104053.jpg,bacterial_leaf_blight,ADT45,68
104086.jpg,bacterial_leaf_blight,ADT45,68
104430.jpg,bacterial_leaf_blight,ADT45,68
104657.jpg,bacterial_leaf_blight,ADT45,68
104697.jpg,bacterial_leaf_blight,ADT45,68
105180.jpg,bacterial_leaf_blight,ADT45,68
105250.jpg,bacterial_leaf_blight,ADT45,68
106232.jpg,bacterial_leaf_blight,ADT45,68
107466.jpg,bacterial_leaf_blight,ADT45,68
107928.jpg,bacterial_leaf_blight,ADT45,68
109219.jpg,bacterial_leaf_blight,ADT45,68
109324.jpg,bacterial_leaf_blight,ADT45,68
100162.jpg,bacterial_leaf_blight,ADT45,70
101391.jpg,bacterial_leaf_blight,ADT45,70
101933.jpg,bacterial_leaf_blight,ADT45,70
103107.jpg,bacterial_leaf_blight,ADT45,70
104347.jpg,bacterial_leaf_blight,ADT45,70
104752.jpg,bacterial_leaf_blight,ADT45,70
106861.jpg,bacterial_leaf_blight,ADT45,70
107021.jpg,bacterial_leaf_blight,ADT45,70
107547.jpg,bacterial_leaf_blight,ADT45,70
108855.jpg,bacterial_leaf_blight,ADT45,70
100023.jpg,bacterial_leaf_blight,ADT45,72
100126.jpg,bacterial_leaf_blight,ADT45,72
100268.jpg,bacterial_leaf_blight,ADT45,72
100542.jpg,bacterial_leaf_blight,ADT45,72
100623.jpg,bacterial_leaf_blight,ADT45,72
100649.jpg,bacterial_leaf_blight,ADT45,72
100709.jpg,bacterial_leaf_blight,ADT45,72
100733.jpg,bacterial_leaf_blight,ADT45,72
100883.jpg,bacterial_leaf_blight,ADT45,72
100925.jpg,bacterial_leaf_blight,ADT45,72
100956.jpg,bacterial_leaf_blight,ADT45,72
100982.jpg,bacterial_leaf_blight,ADT45,72
100998.jpg,bacterial_leaf_blight,ADT45,72
101013.jpg,bacterial_leaf_blight,ADT45,72
101355.jpg,bacterial_leaf_blight,ADT45,72
101473.jpg,bacterial_leaf_blight,ADT45,72
101544.jpg,bacterial_leaf_blight,ADT45,72
101647.jpg,bacterial_leaf_blight,ADT45,72
101659.jpg,bacterial_leaf_blight,ADT45,72
101718.jpg,bacterial_leaf_blight,ADT45,72
101761.jpg,bacterial_leaf_blight,ADT45,72
101768.jpg,bacterial_leaf_blight,ADT45,72
101800.jpg,bacterial_leaf_blight,ADT45,72
101809.jpg,bacterial_leaf_blight,ADT45,72
101818.jpg,bacterial_leaf_blight,ADT45,72
101938.jpg,bacterial_leaf_blight,ADT45,72
101995.jpg,bacterial_leaf_blight,ADT45,72
102038.jpg,bacterial_leaf_blight,ADT45,72
102106.jpg,bacterial_leaf_blight,ADT45,72
102127.jpg,bacterial_leaf_blight,ADT45,72
102206.jpg,bacterial_leaf_blight,ADT45,72
102238.jpg,bacterial_leaf_blight,ADT45,72
102314.jpg,bacterial_leaf_blight,ADT45,72
102323.jpg,bacterial_leaf_blight,ADT45,72
102338.jpg,bacterial_leaf_blight,ADT45,72
102427.jpg,bacterial_leaf_blight,ADT45,72
102516.jpg,bacterial_leaf_blight,ADT45,72
102582.jpg,bacterial_leaf_blight,ADT45,72
102835.jpg,bacterial_leaf_blight,ADT45,72
102902.jpg,bacterial_leaf_blight,ADT45,72
103033.jpg,bacterial_leaf_blight,ADT45,72
103048.jpg,bacterial_leaf_blight,ADT45,72
103070.jpg,bacterial_leaf_blight,ADT45,72
103174.jpg,bacterial_leaf_blight,ADT45,72
103276.jpg,bacterial_leaf_blight,ADT45,72
103344.jpg,bacterial_leaf_blight,ADT45,72
103355.jpg,bacterial_leaf_blight,ADT45,72
103357.jpg,bacterial_leaf_blight,ADT45,72
103380.jpg,bacterial_leaf_blight,ADT45,72
103389.jpg,bacterial_leaf_blight,ADT45,72
103447.jpg,bacterial_leaf_blight,ADT45,72
103487.jpg,bacterial_leaf_blight,ADT45,72
103500.jpg,bacterial_leaf_blight,ADT45,72
103629.jpg,bacterial_leaf_blight,ADT45,72
103637.jpg,bacterial_leaf_blight,ADT45,72
103679.jpg,bacterial_leaf_blight,ADT45,72
103923.jpg,bacterial_leaf_blight,ADT45,72
104055.jpg,bacterial_leaf_blight,ADT45,72
104324.jpg,bacterial_leaf_blight,ADT45,72
104401.jpg,bacterial_leaf_blight,ADT45,72
104428.jpg,bacterial_leaf_blight,ADT45,72
104494.jpg,bacterial_leaf_blight,ADT45,72
104535.jpg,bacterial_leaf_blight,ADT45,72
104635.jpg,bacterial_leaf_blight,ADT45,72
104639.jpg,bacterial_leaf_blight,ADT45,72
105031.jpg,bacterial_leaf_blight,ADT45,72
105151.jpg,bacterial_leaf_blight,ADT45,72
105236.jpg,bacterial_leaf_blight,ADT45,72
105255.jpg,bacterial_leaf_blight,ADT45,72
105272.jpg,bacterial_leaf_blight,ADT45,72
105306.jpg,bacterial_leaf_blight,ADT45,72
105324.jpg,bacterial_leaf_blight,ADT45,72
105374.jpg,bacterial_leaf_blight,ADT45,72
105532.jpg,bacterial_leaf_blight,ADT45,72
105623.jpg,bacterial_leaf_blight,ADT45,72
105677.jpg,bacterial_leaf_blight,ADT45,72
105823.jpg,bacterial_leaf_blight,ADT45,72
105878.jpg,bacterial_leaf_blight,ADT45,72
105979.jpg,bacterial_leaf_blight,ADT45,72
106005.jpg,bacterial_leaf_blight,ADT45,72
106016.jpg,bacterial_leaf_blight,ADT45,72
106092.jpg,bacterial_leaf_blight,ADT45,72
106117.jpg,bacterial_leaf_blight,ADT45,72
106202.jpg,bacterial_leaf_blight,ADT45,72
106295.jpg,bacterial_leaf_blight,ADT45,72
106388.jpg,bacterial_leaf_blight,ADT45,72
106413.jpg,bacterial_leaf_blight,ADT45,72
106510.jpg,bacterial_leaf_blight,ADT45,72
106545.jpg,bacterial_leaf_blight,ADT45,72
106615.jpg,bacterial_leaf_blight,ADT45,72
106713.jpg,bacterial_leaf_blight,ADT45,72
106754.jpg,bacterial_leaf_blight,ADT45,72
106760.jpg,bacterial_leaf_blight,ADT45,72
106794.jpg,bacterial_leaf_blight,ADT45,72
106811.jpg,bacterial_leaf_blight,ADT45,72
106812.jpg,bacterial_leaf_blight,ADT45,72
106916.jpg,bacterial_leaf_blight,ADT45,72
106949.jpg,bacterial_leaf_blight,ADT45,72
106984.jpg,bacterial_leaf_blight,ADT45,72
107036.jpg,bacterial_leaf_blight,ADT45,72
107162.jpg,bacterial_leaf_blight,ADT45,72
107274.jpg,bacterial_leaf_blight,ADT45,72
107326.jpg,bacterial_leaf_blight,ADT45,72
107472.jpg,bacterial_leaf_blight,ADT45,72
107474.jpg,bacterial_leaf_blight,ADT45,72
107532.jpg,bacterial_leaf_blight,ADT45,72
107533.jpg,bacterial_leaf_blight,ADT45,72
107592.jpg,bacterial_leaf_blight,ADT45,72
107617.jpg,bacterial_leaf_blight,ADT45,72
107761.jpg,bacterial_leaf_blight,ADT45,72
107844.jpg,bacterial_leaf_blight,ADT45,72
107863.jpg,bacterial_leaf_blight,ADT45,72
107873.jpg,bacterial_leaf_blight,ADT45,72
107904.jpg,bacterial_leaf_blight,ADT45,72
107979.jpg,bacterial_leaf_blight,ADT45,72
108039.jpg,bacterial_leaf_blight,ADT45,72
108056.jpg,bacterial_leaf_blight,ADT45,72
108125.jpg,bacterial_leaf_blight,ADT45,72
108129.jpg,bacterial_leaf_blight,ADT45,72
108231.jpg,bacterial_leaf_blight,ADT45,72
108429.jpg,bacterial_leaf_blight,ADT45,72
108487.jpg,bacterial_leaf_blight,ADT45,72
108522.jpg,bacterial_leaf_blight,ADT45,72
108526.jpg,bacterial_leaf_blight,ADT45,72
108533.jpg,bacterial_leaf_blight,ADT45,72
108552.jpg,bacterial_leaf_blight,ADT45,72
108668.jpg,bacterial_leaf_blight,ADT45,72
108725.jpg,bacterial_leaf_blight,ADT45,72
108796.jpg,bacterial_leaf_blight,ADT45,72
108929.jpg,bacterial_leaf_blight,ADT45,72
108976.jpg,bacterial_leaf_blight,ADT45,72
109067.jpg,bacterial_leaf_blight,ADT45,72
109115.jpg,bacterial_leaf_blight,ADT45,72
109275.jpg,bacterial_leaf_blight,ADT45,72
109320.jpg,bacterial_leaf_blight,ADT45,72
109372.jpg,bacterial_leaf_blight,ADT45,72
109428.jpg,bacterial_leaf_blight,ADT45,72
109460.jpg,bacterial_leaf_blight,ADT45,72
109669.jpg,bacterial_leaf_blight,ADT45,72
109673.jpg,bacterial_leaf_blight,ADT45,72
109674.jpg,bacterial_leaf_blight,ADT45,72
109768.jpg,bacterial_leaf_blight,ADT45,72
109870.jpg,bacterial_leaf_blight,ADT45,72
109905.jpg,bacterial_leaf_blight,ADT45,72
109910.jpg,bacterial_leaf_blight,ADT45,72
109975.jpg,bacterial_leaf_blight,ADT45,72
110292.jpg,bacterial_leaf_blight,ADT45,72
110320.jpg,bacterial_leaf_blight,ADT45,72
100516.jpg,bacterial_leaf_blight,IR20,50
102940.jpg,bacterial_leaf_blight,IR20,50
103230.jpg,bacterial_leaf_blight,IR20,50
104448.jpg,bacterial_leaf_blight,IR20,50
104776.jpg,bacterial_leaf_blight,IR20,50
104778.jpg,bacterial_leaf_blight,IR20,50
105014.jpg,bacterial_leaf_blight,IR20,50
106562.jpg,bacterial_leaf_blight,IR20,50
107643.jpg,bacterial_leaf_blight,IR20,50
109289.jpg,bacterial_leaf_blight,IR20,50
101593.jpg,bacterial_leaf_blight,KarnatakaPonni,50
101649.jpg,bacterial_leaf_blight,KarnatakaPonni,50
102817.jpg,bacterial_leaf_blight,KarnatakaPonni,50
103127.jpg,bacterial_leaf_blight,KarnatakaPonni,50
105209.jpg,bacterial_leaf_blight,KarnatakaPonni,50
105521.jpg,bacterial_leaf_blight,KarnatakaPonni,50
107104.jpg,bacterial_leaf_blight,KarnatakaPonni,50
107907.jpg,bacterial_leaf_blight,KarnatakaPonni,50
109940.jpg,bacterial_leaf_blight,KarnatakaPonni,50
110277.jpg,bacterial_leaf_blight,KarnatakaPonni,50
101886.jpg,bacterial_leaf_blight,Onthanel,70
102071.jpg,bacterial_leaf_blight,Onthanel,70
103187.jpg,bacterial_leaf_blight,Onthanel,70
105648.jpg,bacterial_leaf_blight,Onthanel,70
100148.jpg,bacterial_leaf_blight,Ponni,47
100248.jpg,bacterial_leaf_blight,Ponni,47
100445.jpg,bacterial_leaf_blight,Ponni,47
100582.jpg,bacterial_leaf_blight,Ponni,47
100653.jpg,bacterial_leaf_blight,Ponni,47
100681.jpg,bacterial_leaf_blight,Ponni,47
100760.jpg,bacterial_leaf_blight,Ponni,47
101530.jpg,bacterial_leaf_blight,Ponni,47
101676.jpg,bacterial_leaf_blight,Ponni,47
101857.jpg,bacterial_leaf_blight,Ponni,47
102890.jpg,bacterial_leaf_blight,Ponni,47
103205.jpg,bacterial_leaf_blight,Ponni,47
104018.jpg,bacterial_leaf_blight,Ponni,47
104532.jpg,bacterial_leaf_blight,Ponni,47
105046.jpg,bacterial_leaf_blight,Ponni,47
105522.jpg,bacterial_leaf_blight,Ponni,47
106599.jpg,bacterial_leaf_blight,Ponni,47
106938.jpg,bacterial_leaf_blight,Ponni,47
107064.jpg,bacterial_leaf_blight,Ponni,47
107423.jpg,bacterial_leaf_blight,Ponni,47
108005.jpg,bacterial_leaf_blight,Ponni,47
108150.jpg,bacterial_leaf_blight,Ponni,47
108765.jpg,bacterial_leaf_blight,Ponni,47
108974.jpg,bacterial_leaf_blight,Ponni,47
109121.jpg,bacterial_leaf_blight,Ponni,47
109315.jpg,bacterial_leaf_blight,Ponni,47
109375.jpg,bacterial_leaf_blight,Ponni,47
109666.jpg,bacterial_leaf_blight,Ponni,47
109785.jpg,bacterial_leaf_blight,Ponni,47
109844.jpg,bacterial_leaf_blight,Ponni,47
109972.jpg,bacterial_leaf_blight,Ponni,47
110204.jpg,bacterial_leaf_blight,Ponni,47
110234.jpg,bacterial_leaf_blight,Ponni,47
110315.jpg,bacterial_leaf_blight,Ponni,47
104690.jpg,bacterial_leaf_blight,Surya,45
107594.jpg,bacterial_leaf_blight,Surya,45
101428.jpg,bacterial_leaf_blight,Zonal,70
101812.jpg,bacterial_leaf_blight,Zonal,70
102935.jpg,bacterial_leaf_blight,Zonal,70
103177.jpg,bacterial_leaf_blight,Zonal,70
103839.jpg,bacterial_leaf_blight,Zonal,70
104017.jpg,bacterial_leaf_blight,Zonal,70
106142.jpg,bacterial_leaf_blight,Zonal,70
106419.jpg,bacterial_leaf_blight,Zonal,70
106698.jpg,bacterial_leaf_blight,Zonal,70
106853.jpg,bacterial_leaf_blight,Zonal,70
108018.jpg,bacterial_leaf_blight,Zonal,70
108102.jpg,bacterial_leaf_blight,Zonal,70
109214.jpg,bacterial_leaf_blight,Zonal,70
100553.jpg,bacterial_leaf_streak,ADT45,55
100593.jpg,bacterial_leaf_streak,ADT45,55
101023.jpg,bacterial_leaf_streak,ADT45,55
101611.jpg,bacterial_leaf_streak,ADT45,55
101786.jpg,bacterial_leaf_streak,ADT45,55
101806.jpg,bacterial_leaf_streak,ADT45,55
101931.jpg,bacterial_leaf_streak,ADT45,55
102056.jpg,bacterial_leaf_streak,ADT45,55
105564.jpg,bacterial_leaf_streak,ADT45,55
105580.jpg,bacterial_leaf_streak,ADT45,55
105584.jpg,bacterial_leaf_streak,ADT45,55
105603.jpg,bacterial_leaf_streak,ADT45,55
106586.jpg,bacterial_leaf_streak,ADT45,55
107113.jpg,bacterial_leaf_streak,ADT45,55
107749.jpg,bacterial_leaf_streak,ADT45,55
107956.jpg,bacterial_leaf_streak,ADT45,55
108466.jpg,bacterial_leaf_streak,ADT45,55
109138.jpg,bacterial_leaf_streak,ADT45,55
109703.jpg,bacterial_leaf_streak,ADT45,55
109788.jpg,bacterial_leaf_streak,ADT45,55
109849.jpg,bacterial_leaf_streak,ADT45,55
100212.jpg,bacterial_leaf_streak,ADT45,60
100279.jpg,bacterial_leaf_streak,ADT45,60
100300.jpg,bacterial_leaf_streak,ADT45,60
100394.jpg,bacterial_leaf_streak,ADT45,60
100701.jpg,bacterial_leaf_streak,ADT45,60
100734.jpg,bacterial_leaf_streak,ADT45,60
101047.jpg,bacterial_leaf_streak,ADT45,60
101479.jpg,bacterial_leaf_streak,ADT45,60
101619.jpg,bacterial_leaf_streak,ADT45,60
101651.jpg,bacterial_leaf_streak,ADT45,60
101730.jpg,bacterial_leaf_streak,ADT45,60
101738.jpg,bacterial_leaf_streak,ADT45,60
101816.jpg,bacterial_leaf_streak,ADT45,60
102022.jpg,bacterial_leaf_streak,ADT45,60
102087.jpg,bacterial_leaf_streak,ADT45,60
102396.jpg,bacterial_leaf_streak,ADT45,60
102911.jpg,bacterial_leaf_streak,ADT45,60
102954.jpg,bacterial_leaf_streak,ADT45,60
103030.jpg,bacterial_leaf_streak,ADT45,60
103079.jpg,bacterial_leaf_streak,ADT45,60
103326.jpg,bacterial_leaf_streak,ADT45,60
103431.jpg,bacterial_leaf_streak,ADT45,60
103755.jpg,bacterial_leaf_streak,ADT45,60
103793.jpg,bacterial_leaf_streak,ADT45,60
103821.jpg,bacterial_leaf_streak,ADT45,60
103874.jpg,bacterial_leaf_streak,ADT45,60
104232.jpg,bacterial_leaf_streak,ADT45,60
104442.jpg,bacterial_leaf_streak,ADT45,60
104809.jpg,bacterial_leaf_streak,ADT45,60
104872.jpg,bacterial_leaf_streak,ADT45,60
104881.jpg,bacterial_leaf_streak,ADT45,60
104988.jpg,bacterial_leaf_streak,ADT45,60
105174.jpg,bacterial_leaf_streak,ADT45,60
105591.jpg,bacterial_leaf_streak,ADT45,60
105894.jpg,bacterial_leaf_streak,ADT45,60
106423.jpg,bacterial_leaf_streak,ADT45,60
