,num_sold
223,49.65036359666405
224,41.253814371810535
225,46.85152784226952
226,38.45494809983788
227,44.052676829085925
228,51.64583650468407
229,48.84700837968407
230,40.450459154830554
231,46.048157366500476
232,37.6515928828579
233,43.249321612105945
234,56.76378503678856
235,53.96494928239403
236,51.16609826921044
237,48.36724725602684
238,55.96042934297142
239,53.16157832978783
240,44.76505580781517
241,39.16738429902611
242,50.3627425753933
243,36.36856380342064
244,41.96626582978783
245,47.563891562209704
246,55.15705839036522
247,52.35820737718163
248,43.96173826097069
249,38.36402860520897
250,49.55937925218163
251,35.5652081096035
252,41.162879618392566
253,46.7605434977871
254,54.35369554399071
255,51.55485978959618
256,43.15837541459618
257,48.75603166459618
258,40.35950914262352
259,45.95719591020165
260,51.359203490005115
261,48.56037107347069
262,45.76152196763573
263,50.5558463656765
264,47.7570125186306
265,44.95816436646996
266,42.159316214309314
267,49.75250402329979
268,46.95365491746483
269,44.1548077189785
270,41.35595861314354
271,48.94913164018212
272,46.15029970048485
273,37.75376954911766
274,43.35143438218651
275,34.954904230819324
276,40.552618654952624
277,54.06707254289208
278,51.268236788497546
279,42.871710451827624
280,48.46938959001122
281,40.07285943864403
282,45.67054239152489
283,53.26371684907494
284,50.46486965058861
285,47.66603389619408
286,44.867201956496814
287,52.4603611552578
288,49.661529215560535
289,41.26497999070702
290,46.862693461166
291,38.46611371873436
292,44.06383529542504
293,51.657002123580554
294,48.858173998580554
295,40.46162477372704
296,46.05932298539696
297,37.66275850175438
298,43.26048723100243
299,56.77494684098778
300,53.97611108659325
301,51.17726770280419
302,48.37841668962059
303,55.97159114717064
304,53.17274013398705
305,44.77622524140892
306,39.17854610322533
307,50.37391200898705
308,36.37972560761986
309,41.97742763398705
310,47.575060995803454
311,55.16822782395897
312,52.36937681077538
313,43.97290006516991
314,38.37519040940819
315,49.57054868577538
316,35.57636991380272
317,41.174041422591785
318,46.771705301986316
319,54.36485734818993
320,51.5660215937954
321,43.1695372187954
322,48.7671934687954
323,40.37067094682274
324,45.96835771440087
325,51.3703691089016
326,48.571536692367175
327,45.77268806336937
328,50.567011984572986
329,47.76817813752709
330,44.96933093904076
331,42.1704818332058
332,49.76366964219628
333,46.964820536361316
334,44.16597333787499
335,41.36712423204003
336,48.9602972590786
337,46.161465319381335
338,37.76493516801415
339,43.362600001082996
340,34.96606984971581
341,40.56378427384911
342,54.07823816178856
343,51.27940240739403
344,42.882879885421374
345,48.4805552089077
346,40.08402887223778
347,45.681708010421374
348,53.27488246797142
349,50.476035269485095
350,47.677199515090564
351,44.8783675753933
352,52.471526774154285
353,49.67269483445702
354,41.2761456096035
355,46.87385908006249
356,38.47727933763085
357,44.075008066878894
358,51.66816774247704
359,48.86933961747704
360,40.47279039262352
361,46.070488604293445
362,37.67392412065087
363,43.27165284989891
364,56.78611627458153
365,53.987280520187
366,51.18843713639794
367,48.38957849381981
368,55.98276058076439
369,53.1839095675808
370,44.78738704560814
371,39.18971553681908
372,50.38507381318627
373,36.39089504121361
374,41.9885970675808
375,47.586230429397204
376,55.17938962815819
377,52.38054624436913
378,43.98406949876366
379,38.38635984300194
380,49.58171811936913
381,35.58753171800194
382,41.185203226791
383,46.782867106185535
384,54.37602678178368
385,51.57718339799462
386,43.18069902299462
387,48.77835527299462
388,40.38184038041649
389,45.97952714799462
390,51.46000352738915
391,48.661183985457996
392,45.8623386943203
393,50.656646403060535
394,47.8578278148037
395,45.05900922654686
396,42.26013341783104
397,49.85328927873192
398,47.054470690475085
399,44.255621584640124
400,41.456774386153796
401,49.04996267198143
402,46.25111165879784
403,37.854570063338855
404,43.452266367660144
405,35.055720957503894
406,40.65341726182518
407,54.1678921305996
408,51.369041117416
409,42.972530039535144
410,48.570220621810535
411,40.17367902635155
412,45.77134672044335
413,53.3645359599453
414,50.56568876145897
415,47.7668682658535
416,44.967986735091785
417,52.561176928268054
418,49.762329729781726
419,41.365811022506335
420,46.96347871659813
421,38.56696000932274
422,44.16462770341454
423,51.75781789659081
424,48.95897069810448
425,40.562455805526355
426,46.160119684920886
427,37.763574274764636
428,43.36127248643456
429,56.87574735520897
430,54.0769268596035
431,51.27807584641991
432,48.47923246263085
433,56.072391184554675
434,53.273570688949206
435,44.877017649398425
436,39.27933851121483
437,50.47471967576561
438,36.48051801560936
439,42.07822004197655
440,47.67586866258202
441,55.26902833818016
442,52.470207842574695
443,44.073662432418445
444,38.47599855302391
445,49.67133394120751
446,35.67714753984032
447,41.274841936812976
448,46.87251344560204
449,54.46567312120018
450,51.666852625594714
451,43.27033773301659
452,48.86797872422753
453,40.47145620225487
454,46.06915822862206
455,51.47116914628563
456,48.67234960435448
457,45.873504313216785
458,50.66781202195702
459,47.86899343370018
460,45.07017484544335
461,42.27129903672753
462,49.864454897628406
463,47.06563630937157
464,44.26678720353661
465,41.46794000505028
466,49.06112829087792
467,46.262277277694324
468,37.86573568223534
469,43.46343198655663
470,35.06688657640038
471,40.66458288072167
472,54.17905774949608
473,51.38020673631249
474,42.98369565843163
475,48.58138624070702
476,40.184844645248035
477,45.78251233933983
478,53.375701578841785
479,50.576854380355456
480,47.77803388474999
481,44.97915235398827
482,52.572346361861804
483,49.773499163375476
484,41.376980456100085
485,46.97464815019188
486,38.57812944291649
487,44.17579713700829
488,51.76898351548729
489,48.970136317000964
490,40.57362142442284
491,46.17128530381737
492,37.77473989366112
493,43.37243810533104
494,56.88690915940819
495,54.08808866380272
496,51.28924528001366
497,48.4904018962246
498,56.083552988753894
499,53.284732493148425
500,44.888187082992175
501,39.29050031541405
502,50.48588910935936
503,36.49167981980858
504,42.08938184617577
505,47.68703809617577
506,55.28019777177391
507,52.481377276168445
508,44.084831866012195
509,38.48716798661766
510,49.68250337480126
511,35.68831697343407
512,41.286011370406726
513,46.88368287919579
514,54.47684255479393
515,51.678022059188464
516,43.28150716661034
517,48.87914815782128
518,40.48262563584862
519,46.08032766221581
520,51.48233476518212
521,48.683515223250964
522,45.88466993211327
523,50.6789776408535
524,47.88015905259667
525,45.08134046433983
526,42.28246465562401
527,49.87562051652489
528,47.076801928268054
529,44.27795282243309
530,41.479105623946765
531,49.0722939097744
532,46.27344289659081
533,37.876901301131824
534,43.47459760545311
535,35.07805219529686
536,40.67574849961815
537,54.190223368392566
538,51.39137235520897
539,42.99486127732811
540,48.5925518596035
541,40.19601026414452
542,45.793677958236316
543,53.38686719773827
544,50.58801999925194
545,47.78919950364647
546,44.99031797288475
547,52.58351198075829
548,49.78466478227196
549,41.38814607499657
550,46.98581376908837
551,38.589295061812976
552,44.18696275590477
553,51.78015294908104
554,48.981305750594714
555,40.58479085801659
556,46.18245473741112
557,37.78590932725487
558,43.38360753892479
559,56.89807859300194
560,54.09925809739647
561,51.30040708421288
562,48.501563700423816
563,56.094722422347644
564,53.295901926742175
565,44.899348887191394
566,39.3016697490078
567,50.49705091355858
568,36.50284925340233
569,42.10055127976952
570,47.69819990037499
571,55.29135957597313
572,52.49253908036766
573,44.09599367021141
574,38.49832979081688
575,49.693665179000476
576,35.69947877763329
577,41.297173174605945
578,46.89484468339501
579,54.48800435899315
580,51.68918386338768
581,43.29266897080956
582,48.890309962020496
583,40.49378744004784
584,46.09148946641503
585,51.57195654748497
586,48.773135813460925
587,45.97425619004784
588,50.76862874864159
589,47.96974721787987
590,45.1709324443203
591,42.372113856063464
592,49.96530309556542
593,47.1664215648037
594,44.36754194139061
595,41.56878438829003
596,49.16185155747948
597,46.36309591172753
598,37.966516169295886
599,43.56421628831444
600,35.167701395736316
601,40.765397700057605
602,54.279842051253894
603,51.480960520492175
604,43.08444562791405
605,48.682140024886706
606,40.28556409715233
607,45.8833233439785
608,53.47651449082909
609,50.677636774764636
610,47.87875905870018
611,45.079938563094714
612,52.6731239878994
613,49.87424627183495
614,41.47773519395409
615,47.075429590926746
616,38.67885366319237
617,44.27661291001854
618,51.86973729966698
619,49.07092824815331
620,40.67434850572167
621,46.27204671739159
622,37.8755280101162
623,43.47322622178612
624,56.98773160813866
625,54.18885007737694
626,51.39002958177147
627,48.591209086166
628,56.18440786241112
629,53.3855263316494
630,44.989003809676746
631,39.39132467149315
632,50.58664480088768
633,36.59244314073143
634,42.19013753770409
635,47.787824305282214
636,55.38101354478417
637,52.58213201402245
638,44.185617121444324
639,38.587915095077136
640,49.78331914781151
641,35.7891022288662
642,41.386735590682605
643,46.98449865220604
644,54.577626856551746
645,51.77880636094628
646,43.38229146836815
647,48.97993245957909
648,40.58340993760643
649,46.18111196397362
650,51.583181055770496
651,48.78430143235741
652,45.985421808944324
653,50.779794367538074
654,47.980912836776355
655,45.182098063216785
656,42.38327947495995
657,49.9764687144619
658,47.17758718370018
659,44.3787075602871
660,41.57995000718651
661,49.173017176375964
662,46.37426153062401
663,37.97768178819237
664,43.575381907210925
665,35.1788670146328
666,40.77656331895409
667,54.29100767015038
668,51.49212613938866
669,43.095611246810535
670,48.69330564378319
671,40.296729716048816
672,45.89448896287499
673,53.487680109725574
674,50.68880239366112
675,47.88992467759667
676,45.0911041819912
677,52.684289606795886
678,49.88541189073143
679,41.488900812850574
680,47.08659520982323
681,38.690019282088855
682,44.28777852891503
683,51.880902918563464
684,49.08209386704979
685,40.68551412461815
686,46.283212336288074
687,37.88669362901268
688,43.484391840682605
689,56.99889341233788
690,54.20001188157616
691,51.40119901536522
692,48.60237851975975
693,56.19556966661034
694,53.39668813584862
695,45.000173243270496
696,39.40248647569237
697,50.59781423448143
698,36.60360494493065
699,42.20129934190331
700,47.798993738875964
701,55.39218297837792
702,52.5933014476162
703,44.196786555038074
704,38.599084528670886
705,49.79448858140526
706,35.80027166245995
707,41.397905024276355
708,46.99566808579979
709,54.588796290145496
710,51.78997579454003
711,43.3934609019619
712,48.99110189317284
713,40.59457937120018
714,46.19228139756737
715,51.59434667466698
716,48.795467051253894
717,45.99658742784081
718,50.790958079085925
719,47.99207845567284
720,45.193261774764636
721,42.3944431865078
722,49.98763242600975
723,47.18875280259667
724,44.38987317918358
725,41.59111371873436
726,49.18418279527245
727,46.385427149520496
728,37.988847407088855
729,43.58654752610741
730,35.190032633529285
731,40.787728937850574
732,54.30217328904686
733,51.503291758285144
734,43.10677686570702
735,48.704471262679675
736,40.3078953349453
737,45.90565458177147
738,53.49884572862206
739,50.699968012557605
740,47.90109029649315
741,45.10226980088768
742,52.69545522569237
743,49.89657750962792
744,41.50006643174706
745,47.097760828719714
746,38.70118490098534
747,44.29894414781151
748,51.89206853745995
749,49.09325948594628
750,40.696679743514636
751,46.29437795518456
752,37.89785924790917
753,43.49555745957909
754,57.01006284593163
755,54.21118131516991
756,51.41236081956444
757,48.61354032395897
758,56.20673910020409
759,53.40785756944237
760,45.011335047469714
761,39.41365590928612
762,50.60897603868065
763,36.6147743785244
764,42.21246877549706
765,47.81015554307518
766,55.403344782577136
767,52.60446325181542
768,44.20794835923729
769,38.610246332870105
770,49.80565038560448
771,35.81143346665917
772,41.409066828475574
773,47.00682988999901
774,54.599958094344714
775,51.801137598739246
776,43.40462270616112
777,49.00226369737206
778,40.6057411753994
779,46.20344320176659
780,51.68393483995018
781,48.8851772868496
782,46.08629766343651
783,50.88060918687401
784,48.08179250596581
785,45.28291097520409
786,42.48409047959862
787,50.077218683944324
788,47.278405817733386
789,44.47958532212792
790,41.6807037913662
791,49.273894938216785
792,46.475013407455066
793,38.078502329574206
794,43.67625776170311
795,35.27968183396874
796,40.87738004563866
797,54.39182439683495
798,51.593007715926746
799,43.196427973495105
800,48.79412618516503
801,40.397607477889636
802,45.99524465440331
803,53.58843770860253
804,50.789621027694324
805,47.990739496932605
806,45.191919001327136
807,52.785104426131824
808,49.9862343394619
809,41.58971563218651
810,47.18741384385643
811,38.79089513658104
812,44.388532313094714
813,51.981719645248035
814,49.18290296433983
815,40.78633085130272
816,46.38402143357811
817,37.98751035569725
818,43.585208567367175
819,57.09971013902245
820,54.30088964341698
821,51.50201574204979
822,48.703134211288074
823,56.29632345079003
824,53.49750295518456
825,45.10098806260643
826,39.503286036239246
827,50.69869008897362
828,36.70447317002831
829,42.302106531844714
830,47.8998085582119
831,55.492997797713855
832,52.694116266952136
833,44.29766240953026
834,38.699899348006824
835,49.8953034007412
836,35.901078852401355
837,41.49878087876854
838,47.09642186997948
839,54.689613016830066
840,51.89073148606835
841,43.49421659349022
842,49.09197965501366
843,40.69539609788475
844,46.29309812425194
845,51.69510045884667
846,48.89634290574608
847,46.097463282332996
848,50.891774805770496
849,48.09295431016503
850,45.294076594100574
851,42.495256098495105
852,50.08838430284081
853,47.289567621932605
854,44.4907509410244
855,41.69186941026268
856,49.28506055711327
857,46.486182841048816
858,38.08966794847069
859,43.6874233805996
860,35.29084745286522
861,40.888545664535144
862,54.40299001573143
863,51.60417333482323
864,43.20759359239159
865,48.80529180406151
866,40.40877309678612
867,46.00641027329979
868,53.59960332749901
869,50.80078664659081
870,48.00190511582909
871,45.20308462022362
872,52.79627004502831
873,49.997399958358386
874,41.600881251082996
875,47.19857946275292
876,38.80206075547753
877,44.3996979319912
878,51.99292686818657
879,49.194068583236316
880,40.797496470199206
881,46.3951870524746
882,37.99867597459374
883,43.59637418626366
884,57.1108795726162
885,54.31205907701073
886,51.51317754624901
887,48.71429601548729
888,56.30749288438378
889,53.50867238877831
890,45.11214986680565
891,39.514455469832996
892,50.70985189317284
893,36.71564260362206
894,42.313275965438464
895,47.91097036241112
896,55.504159601913074
897,52.705278071151355
898,44.30882421372948
899,38.71106115220604
900,49.90646520494042
901,35.912240656600574
902,41.50994268296776
903,47.1075836741787
904,54.700774821029285
905,51.901893290267566
906,43.50537839768944
907,49.10314145921288
908,40.70655790208397
909,46.30425992845116
910,51.70626607774315
911,48.907508524642566
912,46.10862890122948
913,50.90294042466698
914,48.10412374375878
915,45.30524221299706
916,42.50642171739159
917,50.09954992173729
918,47.300737055526355
919,44.501916559920886
920,41.70303502915917
921,49.29622617600975
922,46.497344645248035
923,38.100833567367175
924,43.69858899949608
925,35.302013071761706
926,40.89971128343163
927,54.41415563462792
928,51.615338953719714
929,43.218759211288074
930,48.816457422957996
931,40.419938715682605
932,46.01757970689354
933,53.610768946395496
934,50.81195608018456
935,48.01307454942284
936,45.21425405381737
937,52.80743566392479
938,50.008569391952136
939,41.61204686997948
940,47.20974889634667
941,38.81322637437401
942,44.41086736558495
943,52.004050883041
944,49.205238016830066
945,40.80866208909569
946,46.40635648606835
947,38.00984159349022
948,43.60754361985741
949,57.12204137681542
950,54.32322088120995
951,51.52434697984276
952,48.72546544908104
953,56.318654688582996
954,53.51983419297753
955,45.1233193003994
956,39.525617274032214
957,50.72102132676659
958,36.72680440782128
959,42.32443776963768
960,47.92213979600487
961,55.515329035506824
962,52.716447504745105
963,44.31999364732323
964,38.72223058579979
965,49.91763463853417
966,35.923410090194324
967,41.52111211656151
968,47.11875310777245
969,54.711944254623035
970,51.913062723861316
971,43.51654783128319
972,49.11431089280663
973,40.71772733567772
974,46.31542936204491
975,51.795915278182605
976,48.99703756211815
977,46.19815603135643
978,50.99252858995018
979,48.19365087388573
980,45.39483037828026
981,42.59601369737206
982,50.18919530747948
983,47.39032140611229
984,44.59144369004784
985,41.792627009139636
986,49.38581624864159
987,46.58693471787987
988,38.19042363999901
989,43.78811803697167
990,35.39160314439354
991,40.989301356063464
992,54.503808649764636
993,51.70492711900292
994,43.30840841172753
995,48.9060455882412
996,40.50958791612206
997,46.10728612779198
998,53.70041433213768
999,50.901593836532214
1000,48.10271993516503
1001,45.30389943955956
1002,52.89708104966698
1003,50.098214777694324
1004,41.7016998851162
1005,47.299386652694324
1006,38.90281835435448
1007,44.500573786483386
1008,52.093705805526355
1009,49.294885309920886
1010,40.89837804673729
1011,46.49600377915917
1012,38.099496515975574
1013,43.69719091294823
1014,57.211633356795886
1015,54.41281286119042
1016,51.6139313304287
1017,48.81511083482323
1018,56.408307703719714
1019,53.609426172957996
1020,45.21290365098534
1021,39.61520925401268
1022,50.81054464219628
1023,36.816388758407214
1024,42.41402974961815
1025,48.01178518174706
1026,55.60491338609276
1027,52.80609289048729
1028,44.40951696275292
1029,38.81187597154198
1030,50.007218989120105
1031,36.01311651109276
1032,41.61069646714745
1033,47.208398493514636
1034,54.801583918319324
1035,52.002710016952136
1036,43.60619512437401
1037,49.20383611558495
1038,40.80731359361229
1039,46.40507665513573
1040,51.807084711776355
1041,49.008203181014636
1042,46.20932165025292
1043,51.00369802354393
1044,48.204816492782214
1045,45.405995997176746
1046,42.60717550157128
1047,50.20036474107323
1048,47.40148702500878
1049,44.602609308944324
1050,41.803788813338855
1051,49.396981867538074
1052,46.598100336776355
1053,38.201589258895496
1054,43.79928365586815
1055,35.40276876329003
1056,41.00046697495995
1057,54.514970453963855
1058,51.7160927378994
1059,43.31957403062401
1060,48.91721120713768
1061,40.52075353501854
1062,46.11845556138573
1063,53.7115761363369
1064,50.912763270125964
1065,48.11388936875878
1066,45.31506887315331
1067,52.9082428538662
1068,50.109384211288074
1069,41.71286168931542
1070,47.310556086288074
1071,38.9139801585537
1072,44.511743220077136
1073,52.104867609725574
1074,49.306054743514636
1075,40.90953985093651
1076,46.50717321275292
1077,38.11065832017479
1078,43.70836034654198
1079,57.222795160995105
1080,54.423974665389636
1081,51.62510076402245
1082,48.82628026841698
1083,56.41946950791893
1084,53.620587977157214
1085,45.22407308457909
1086,39.6263710582119
1087,50.82171407579003
1088,36.82755056260643
1089,42.42519155381737
1090,48.02295461534081
1091,55.61608281968651
1092,52.81726232408104
1093,44.42068639634667
1094,38.82304540513573
1095,50.018388422713855
1096,36.02428594468651
1097,41.6218659007412
1098,47.219567927108386
1099,54.812753351913074
1100,52.013879450545886
1101,43.61736455796776
1102,49.2150055491787
1103,40.81848302720604
1104,46.41624608872948
1105,51.818246515975574
1106,49.01936879991112
1107,46.2204872691494
1108,51.01485982774315
1109,48.2159821116787
1110,45.41716161607323
1111,42.61834112046776
1112,50.21152654527245
1113,47.41265264390526
1114,44.61377492784081
1115,41.81495443223534
1116,49.40814367173729
1117,46.60926595567284
1118,38.21275487779198
1119,43.810449274764636
1120,35.41393438218651
1121,41.01162877915917
1122,54.526139887557605
1123,51.727258356795886
1124,43.330739649520496
1125,48.92837682603417
1126,40.53191915391503
1127,46.12961736558495
1128,53.72274556993065
1129,50.92392507432518
1130,48.125051172957996
1131,45.32623067735253
1132,52.91941228745995
1133,50.12054601548729
1134,41.72403112290917
1135,47.32171789048729
1136,38.92514959214745
1137,44.522905024276355
1138,52.116037043319324
1139,49.317216547713855
1140,40.92070928453026
1141,46.518335016952136
1142,38.12182775376854
1143,43.7195221507412
1144,57.233964594588855
1145,54.435144098983386
1146,51.63626256822167
1147,48.8374420726162
1148,56.43063894151268
1149,53.631757410750964
1150,45.23523488877831
1151,39.63754049180565
1152,50.832875879989246
1153,36.83871999620018
1154,42.43636098741112
1155,48.03411641954003
1156,55.62724462388573
1157,52.82842412828026
1158,44.431848200545886
1159,38.83420720933495
1160,50.029550226913074
1161,36.03544774888573
1162,41.63302770494042
1163,47.230729731307605
1164,54.82391515611229
1165,52.025041254745105
1166,43.62852636216698
1167,49.22616735337792
1168,40.82964483140526
1169,46.4274078929287
1170,51.90796056626854
1171,49.10899558900414
1172,46.31020131944237
1173,51.10444417832909
1174,48.30575338243065
1175,45.50681463120995
1176,42.70799413560448
1177,50.30118337510643
1178,47.502240809188464
1179,44.70342412828026
1180,41.904733332381824
1181,49.49779668687401
1182,46.69897619126854
1183,38.30240026353417
1184,43.90003744004784
1185,35.503583582625964
1186,41.101220759139636
1187,54.61585012315331
1188,51.816911371932605
1189,43.420331629500964
1190,49.018090876327136
1191,40.621511133895496
1192,46.21927038072167
1193,53.812448176131824
1194,51.01363912461815
1195,48.214704188094714
1196,45.415883692489246
1197,53.00906530259667
1198,50.210126551375964
1199,41.813684138045886
1200,47.411428126082996
1201,39.01486364244042
1202,44.61262288926659
1203,52.205678614364246
1204,49.40686193345604
1205,41.01041189073143
1206,46.607926996932605
1207,38.211476954207996
1208,43.809228571639636
1209,57.32360998033104
1210,54.524667414413074
1211,51.725854548202136
1212,48.92703405259667
1213,56.52022329209862
1214,53.72140279649315
1215,45.32482686875878
1216,39.72718587754784
1217,50.922467859969714
1218,36.92836538194237
1219,42.52600637315331
1220,48.123647364364246
1221,55.71695485948143
1222,52.918012293563464
1223,44.52144399522362
1224,38.92380300401268
1225,50.11919942735253
1226,36.124860438094714
1227,41.72262349961815
1228,47.32038656114159
1229,54.91344610093651
1230,52.11462560533104
1231,43.7181793773037
1232,49.315820368514636
1233,40.91923681138573
1234,46.51699987290917
1235,51.91912618516503
1236,49.12018361924706
1237,46.321366938338855
1238,51.115609797225574
1239,48.316919001327136
1240,45.51798025010643
1241,42.719159754500964
1242,50.31234899400292
1243,47.51340642808495
1244,44.714589747176746
1245,41.91589895127831
1246,49.508962305770496
1247,46.71014181016503
1248,38.31356969712792
1249,43.911203058944324
1250,35.51474920152245
1251,41.11238637803612
1252,54.62701574204979
1253,51.82807699082909
1254,43.43149724839745
1255,49.02925649522362
1256,40.63267675279198
1257,46.23043599961815
1258,53.82361379502831
1259,51.024804743514636
1260,48.2258698069912
1261,45.42704931138573
1262,53.02023092149315
1263,50.22129217027245
1264,41.82484975694237
1265,47.42259374497948
1266,39.0260292613369
1267,44.623788508163074
1268,52.21684423326073
1269,49.41802755235253
1270,41.02157750962792
1271,46.61909261582909
1272,38.22264257310448
1273,43.82039419053612
1274,57.33477941392479
1275,54.535836848006824
1276,51.737016352401355
1277,48.938195856795886
1278,56.53139272569237
1279,53.7325722300869
1280,45.335988672957996
1281,39.73835531114159
1282,50.93362966416893
1283,36.93953481553612
1284,42.53717580674706
1285,48.134809168563464
1286,55.72811666368065
1287,52.92917409776268
1288,44.53260579942284
1289,38.9349648082119
1290,50.130361231551746
1291,36.13602224229393
1292,41.73378530381737
1293,47.33154836534081
1294,54.92460790513573
1295,52.12578740953026
1296,43.72934118150292
1297,49.326982172713855
1298,40.93039861558495
1299,46.528161677108386
1300,51.93029180406151
1301,49.13134923814354
1302,46.332528742538074
1303,51.12677541612206
1304,48.32808462022362
1305,45.52914205430565
1306,42.73032537339745
1307,50.3235146128994
1308,47.52457204698143
1309,44.725751551375964
1310,41.92706457017479
1311,49.52012792466698
1312,46.72130742906151
1313,38.324731501327136
1314,43.92236867784081
1315,35.52591482041893
1316,41.123551996932605
1317,54.63818136094628
1318,51.839242609725574
1319,43.44266286729393
1320,49.040422114120105
1321,40.643842371688464
1322,46.241601618514636
1323,53.83477941392479
1324,51.03597036241112
1325,48.23703542588768
1326,45.438214930282214
1327,53.031396540389636
1328,50.23245778916893
1329,41.836015375838855
1330,47.433759363875964
1331,39.037194880233386
1332,44.63495412705956
1333,52.228009852157214
1334,49.42919317124901
1335,41.0327431285244
1336,46.630258234725574
1337,38.233808192000964
1338,43.831559809432605
1339,57.34594121812401
1340,54.54699865220604
1341,51.748185785995105
1342,48.949365290389636
1343,56.54255452989159
1344,53.74373403428612
1345,45.347158106551746
1346,39.74951711534081
1347,50.94479909776268
1348,36.95069661973534
1349,42.54833761094628
1350,48.145978602157214
1351,55.7392860972744
1352,52.94034353135643
1353,44.54377523301659
1354,38.94613424180565
1355,50.141530665145496
1356,36.14719167588768
1357,41.74495473741112
1358,47.34271779893456
1359,54.93577733872948
1360,52.13695684312401
1361,43.74051061509667
1362,49.338151606307605
