,congestion
175,16.549331856189607
176,26.66131076347408
177,33.96089036772261
178,33.763709534471744
179,56.39595334291555
180,38.94390428957442
181,43.823003672242464
182,35.91623251671883
183,24.149265110517042
184,22.316438371970246
185,41.22823911152733
186,38.83927242344312
187,49.200140035262024
188,56.01324290434096
189,37.08402183176148
190,60.20281284271034
191,33.137157281046285
192,76.86896605604409
193,26.436417869547235
194,41.15882518213212
195,41.20227397825845
196,41.32143986753505
197,47.07355445986535
198,26.418411426237476
199,62.89756102653806
200,50.76597721821116
201,44.14070970362789
202,39.14455886664819
203,48.090101202394486
204,44.757373965142065
205,40.46969145755155
206,34.309757510738166
207,28.314273353909414
208,38.94703688221161
209,49.20618729103779
210,33.40799004448337
211,42.80406861926015
212,49.60705266879727
213,51.582490492274744
214,50.45437053119968
215,42.385020101546
216,36.12847371886843
217,39.453941671411386
218,43.53073954800904
219,45.50934239372324
220,42.157893341624515
221,45.90471656001944
222,47.437403979419656
223,37.15791948474686
224,43.316161984467584
225,45.16134507702907
226,44.908847859030956
227,46.650680890630085
228,40.95071738943139
229,44.76550891793248
230,45.062346600046084
231,47.959891159328286
232,40.997861803842575
233,40.099473718082834
234,50.753736941297674
235,51.80167593769471
236,55.229903803649556
237,60.52092074006878
238,51.68219775083675
239,30.81638459335201
240,18.632281872563528
241,26.963405563793195
242,35.86258914021362
243,33.80538837422156
244,69.76744828618205
245,38.91132815555678
246,39.83667753841307
247,33.61188872622516
248,32.480414117723726
249,22.53022977104063
250,42.89585905690217
251,37.22214999261843
252,55.66542290781232
253,52.64383497168173
254,38.86523282750262
255,50.14248607096745
256,29.396250399504435
257,77.26395659980457
258,27.777368316617775
259,45.30968657654661
260,41.16056075218644
261,41.976761470713846
262,47.16120726837744
263,24.09468872257331
264,59.89002366750334
265,51.967614502565894
266,43.74605897631095
267,37.53636689870325
268,49.595340069924426
269,45.800616026546834
270,42.44527587022733
271,34.69222400897225
272,26.252083855755444
273,38.60617327091553
274,54.555934157411414
275,33.34531651126464
276,44.83924465416284
277,44.86744077253277
278,49.956119064364835
279,49.81503758418834
280,37.585440950745635
281,35.20419579075853
282,39.450755591458076
283,44.592624446778686
284,43.76769276707941
285,45.5633042670232
286,47.33056099586189
287,46.4995762797987
288,37.08592630563581
289,43.33517275975565
290,45.90634246123027
291,44.79764074823583
292,42.37724846745333
293,40.491713558548476
294,43.80579707790834
295,44.4596593017975
296,44.7188351761769
297,40.416036584522175
298,35.496432000318634
299,49.62229797883476
300,52.80076618099288
301,57.296022585616285
302,59.3768923461964
303,51.76235456597248
304,31.680882206125958
305,17.12943827191553
306,27.02249847100834
307,37.824368831323085
308,33.733738411663495
309,71.80293831416961
310,37.60037902685674
311,37.98796884855263
312,33.41764172701156
313,26.90863640658455
314,23.785909193159075
315,40.04009658856381
316,36.72120501557251
317,55.23907664388268
318,50.04635717972009
319,38.761647286731744
320,49.29785488795153
321,28.44862098848303
322,77.52579658332176
323,27.894690063701503
324,45.033513898440724
325,48.06372539384113
326,42.19465345501235
327,47.204993567744296
328,23.642266218166174
329,56.34854630868452
330,47.3488962019208
331,44.93030106660375
332,39.74472054152723
333,47.40463777125014
334,47.62604911566675
335,53.03848030036969
336,38.162853386838435
337,25.925558013047898
338,38.140815237754836
339,56.008650406091206
340,31.377051900064068
341,44.89057434782795
342,45.05404122061383
343,49.515795511333536
344,49.833380543862205
345,36.6134663804222
346,32.346320181765655
347,39.29523509564093
348,40.98186565689031
349,44.834288625493
350,39.863733496665205
351,44.6614217771894
352,47.031029618082755
353,39.8670176722314
354,40.021447115858074
355,45.04027979452779
356,44.47450924841777
357,46.65905927523596
358,40.11078255444659
359,44.05873304058676
360,44.39301535565784
361,45.71435823275463
362,39.682206451883715
363,36.4963558787952
364,45.7641454372194
365,58.692827739984544
366,60.981245768261424
367,61.643925962117294
368,50.46027716566613
369,33.445476608334204
370,17.678544045288298
371,26.80404491411919
372,51.513695176458185
373,33.77942253045856
374,70.87741314488122
375,39.56411541641107
376,37.46776097437187
377,33.51141641952036
378,48.34622024196913
379,22.019683077979415
380,47.01527571274772
381,36.77518533133713
382,51.48463725177339
383,49.10859630361327
384,39.10479861222075
385,54.7763783293419
386,28.504768635816475
387,80.52521714312094
388,28.05598865120632
389,45.17323127661123
390,53.15016150915937
391,42.90670660397008
392,52.632876226657245
393,25.254765573438366
394,55.64018641179197
395,46.9434248239997
396,43.59762567808097
397,38.87969215426068
398,48.889509189943496
399,47.90919867007275
400,49.26939965297976
401,44.81284531894103
402,22.718346790007892
403,52.81312294564181
404,54.53850164131565
405,34.65182524987096
406,55.029660666598204
407,47.061644887133696
408,51.512559404539104
409,53.61929837369462
410,42.564902319702924
411,32.90380338709737
412,38.40951853510444
413,40.889531563200215
414,45.979673055027085
415,43.45634931355811
416,43.456559028709265
417,50.7099354340755
418,39.11564105931645
419,39.93820686788773
420,44.30354542792523
421,46.55491430480034
422,46.82201256332682
423,40.97539234353265
424,43.62632685096652
425,44.091599816451335
426,45.56998002018
427,37.757539300372976
428,34.25476453339318
429,44.666948881668624
430,60.68059026229861
431,61.60440175350289
432,62.11480501787027
433,51.241680576676316
434,32.84918427250135
435,17.978954206454553
436,27.0142119058662
437,54.059904183590895
438,34.02971113960977
439,72.4425148965145
440,37.67971433143917
441,40.375962149923595
442,42.21493259196965
443,48.671688790817996
444,22.748438881535822
445,49.06072853778426
446,38.95534866668834
447,53.368875000123836
448,54.55913735884235
449,38.8683304758845
450,56.69615126262366
451,29.860882666386566
452,78.99329049549091
453,27.202891996212795
454,45.66987723124459
455,52.82002878215565
456,42.77764524675187
457,52.898491468386425
458,25.58910222470397
459,54.02075097299237
460,43.815142048188534
461,44.543615281567874
462,37.13056346695682
463,43.823224954190195
464,48.548617311565536
465,37.142175120232494
466,45.30900479699152
467,22.396950566601536
468,52.300292507470026
469,52.51109378966418
470,38.053626067882085
471,55.050553154893706
472,43.204737883753914
473,44.542619892840875
474,54.56445495669751
475,42.685787993886166
476,32.873579369828605
477,37.26352915313112
478,43.54557571861259
479,46.07352469220639
480,46.09706469547913
481,46.43679980175396
482,51.68312290734761
483,38.67402984477542
484,39.020780184787554
485,44.795911409793575
486,46.358917617975486
487,50.637768446679125
488,40.15157007626706
489,47.358624450478274
490,43.060262857260284
491,44.82459508687194
492,37.49274065088177
493,34.11159800527391
494,47.58637338439633
495,63.311664968560464
496,59.43413374383342
497,64.75114110856654
498,53.11583878302558
499,43.50767706350069
500,17.844272184351347
501,28.99605316882988
502,40.886549966759766
503,33.95806117705172
504,72.374418155025
505,37.156793822974265
506,41.1164600798641
507,37.83019631818084
508,52.606237981453546
509,22.676788918977763
510,39.9807937547471
511,39.53020302121794
512,53.04279313833386
513,51.80236303959076
514,39.44752770331347
515,58.338859178548425
516,29.905757608954083
517,77.82413707689312
518,26.902159732034495
519,45.83644871710054
520,53.379350421688244
521,42.74108660077928
522,53.519096400939816
523,28.468725092925077
524,55.13507968194233
525,46.776790942730415
526,44.00545249826861
527,38.06499360954333
528,43.934749570533924
529,48.84243200544917
530,37.953864074205555
531,46.040941780158825
532,30.750801489905328
533,47.6116565394089
534,54.96534043846421
535,34.520000912740755
536,52.62538715664035
537,43.516765226969866
538,50.17356446875833
539,54.4977181269701
540,42.52700948065094
541,32.17397648102477
542,36.88702346654418
543,43.17245130476155
544,47.81779500650787
545,46.94006479583177
546,45.00268167230506
547,43.004266221439735
548,43.75608118487031
549,38.556652529002086
550,45.985439329199735
551,46.8479172708695
552,46.11840637776828
553,39.79384553555435
554,44.07215016621717
555,43.32440366170755
556,46.52994610193349
557,36.76934737609777
558,33.97510454830712
559,44.25094682785812
560,61.713069402502384
561,54.14195899975067
562,65.1326927847367
563,51.28322827814718
564,41.460034374043076
565,17.799676821535453
566,29.003742258484316
567,39.68166912253763
568,33.908028337578784
569,71.51477521708705
570,37.447027709538816
571,46.734938439109655
572,39.49666696139951
573,55.67631776581477
574,22.542138008426523
575,51.759779098339905
576,39.95580255225414
577,55.73894031670105
578,53.32615961553168
579,42.945109199410304
580,61.89292778694272
581,36.535278386922215
582,72.98831632663739
583,26.888685696971486
584,45.412940582428455
585,54.91564091358278
586,45.95671179509347
587,52.88170443783081
588,33.67339052464385
589,55.892494706750085
590,52.98020186248818
591,44.75997609265146
592,40.3872755382219
593,50.29667289416953
594,50.91085074260869
595,38.19686891722045
596,44.14240735229181
597,46.881158511200354
598,40.47321009421503
599,52.32199995395033
600,25.90711214828604
601,52.166717716874885
602,47.63739748875235
603,51.08714484323087
604,54.94144226675783
605,39.56096230718251
606,33.164252934532925
607,37.201747128528964
608,45.162369250407295
609,46.74667775368488
610,43.68446167021922
611,41.37764616955033
612,45.030361614747974
613,41.29817596705167
614,39.27688508752756
615,44.79369537427276
616,49.95684446058644
617,44.737184860223955
618,39.47579866409126
619,44.76758374303189
620,44.172848597605935
621,45.604311274628024
622,36.43563934182307
623,40.328965798285076
624,45.49419260056048
625,67.27125489710285
626,51.24397369485769
627,62.82312076722489
628,53.47022611471658
629,34.76840735244909
630,18.250753047827097
631,29.17142387268333
632,35.25113981921019
633,34.0757099517778
634,71.0486644200569
635,37.23693845154817
636,39.61197419095635
637,41.88375591951255
638,60.14217614109579
639,22.747006112187545
640,48.26900012579021
641,40.28749360191886
642,50.879015738848686
643,52.94375057895231
644,41.394861848575495
645,60.61485843689455
646,35.3052840698235
647,64.24966688549372
648,19.751548267022237
649,44.216171890090465
650,54.53115377301391
651,45.599015758750966
652,55.28602314549223
653,33.63576062863278
654,54.81860306814034
655,48.018853768079516
656,39.830140837040396
657,41.28200731780792
658,50.17170380959659
659,48.6870954162705
660,37.204996042467016
661,41.640712444353404
662,30.51712423603201
663,32.79550372439958
664,49.859291285128464
665,32.35937702493476
666,50.45275347235862
667,47.58393669669329
668,51.69579077642984
669,54.62460838246379
670,36.1404151481929
671,32.97035321747861
672,36.41787957040473
673,42.92257563562126
674,45.93208240587902
675,44.67957090956076
676,43.23557796302228
677,53.567558622091354
678,38.391138935025396
679,40.279386638387535
680,43.72990197050724
681,53.44327094189658
682,50.013563189587074
683,38.58951585849799
684,44.39539717571758
685,44.01737367433419
686,47.64494902311116
687,36.0775108993532
688,41.10958197530757
689,48.679864595527455
690,66.1372002758831
691,51.606985359286796
692,63.3236414587887
693,50.180964782850324
694,44.28574163048676
695,18.07824078041225
696,29.099773910125272
697,34.91100905542046
698,34.00405998921974
699,70.39781157213521
700,37.06623035453383
701,37.68229609374829
702,38.60570805557897
703,60.221605416348034
704,22.675356149629486
705,41.832729504148524
706,39.89655427878094
707,50.69426437882413
708,53.22796370766147
709,41.76188247127523
710,60.139983703039206
711,35.12470724100896
712,62.412060143551884
713,18.598508737117356
714,44.424540992807906
715,54.73384601481173
716,46.05599173212404
717,56.14893049522506
718,28.710659406307855
719,60.44890429918468
720,60.79609574282598
721,44.86792629963629
722,42.52451909039722
723,48.08294021367938
724,46.54450391187717
725,37.010352902466174
726,32.83991021423386
727,22.325492118540048
728,33.307621066303525
729,48.12396335604916
730,40.691462938637564
731,53.86798863365445
732,51.459785173725294
733,53.92806136963972
734,54.80148622054204
735,36.335406221434745
736,33.019259965340936
737,36.64223248890288
738,41.856763850286285
739,43.608568177267635
740,42.985410925956124
741,46.96801535234989
742,45.009055897970036
743,38.450787064993605
744,38.03534110759831
745,45.238354170250076
746,54.67322159569491
747,46.46939947896597
748,37.47051757829251
749,40.762257632455785
750,43.77405325300247
751,45.46518380944839
752,36.07178073003789
753,40.584501573158235
754,49.32086033469503
755,67.92819678488529
756,36.40048138003431
757,64.19617166151303
758,51.597463725527014
759,39.473451895625956
760,17.55311755641246
761,29.154816149170102
762,35.12666940882563
763,34.05910222826458
764,73.58127190523692
765,37.39817110944434
766,36.1858720007912
767,44.8916637150473
768,52.19733064379494
769,22.530327250851766
770,41.095727130329905
771,38.1826275470021
772,51.63854589633884
773,51.8360381271769
774,40.82734923371197
775,61.80375406248551
776,35.06573952531656
777,60.897682326251385
778,17.114433563859958
779,44.4752674158359
780,54.91813674034731
781,46.42430437617065
782,57.165762937956615
783,20.472048130700074
784,63.724096220802025
785,57.88223519666613
786,43.74496559498908
787,38.345430628701486
788,44.12171068872722
789,50.464033767618815
790,36.029359097822955
791,29.352797325598615
792,30.613896732157023
793,30.138707227681785
794,48.39480796107969
795,32.00529629584225
796,42.25913283321385
797,48.24287872170416
798,51.084933366291345
799,55.33050703635493
800,37.21023339491688
801,33.52967969860749
802,37.620810765628846
803,39.51184776007301
804,43.10203091650614
805,40.75609725502923
806,43.29721312515073
807,43.215747403671905
808,36.8050374059803
809,36.64535746582717
810,44.39061830268102
811,54.90263813219596
812,46.65000525046864
813,30.965318843657805
814,42.50296283625573
815,42.40637300635548
816,46.20933660089811
817,35.302877134081626
818,38.83129884099712
819,45.797479846978135
820,68.62431047261242
821,37.02631645783026
822,59.139330918179624
823,47.348401867986766
824,34.372858457753175
825,16.70379808813884
826,28.43738341810876
827,31.786112517543167
828,33.76404197103014
829,68.87406741314962
830,33.281054797891514
831,36.34336734113733
832,35.142554293685315
833,61.88195346774094
834,22.73841010142398
835,38.737752336971695
836,38.89338346178789
837,50.974823071704364
838,52.80855484476416
839,38.61808735477009
840,56.73396571059905
841,35.17223743441673
842,61.42806935001506
843,15.924204390674024
844,42.600010453194436
845,54.76251263559752
846,48.07457848086626
847,54.915014880671826
848,20.94594316974687
849,68.4493491901542
850,59.65086399660834
851,42.79301052526111
852,39.6132163633742
853,47.388466660898075
854,50.347919536044216
855,33.97787854949341
856,27.49934871503359
857,28.57569232634174
858,29.572822518868783
859,50.53966214436297
860,32.32485568558638
861,35.27222094013642
862,51.79347452329478
863,53.843263105459165
864,55.22096914325405
865,34.791291607280954
866,35.102564521720936
867,37.36872579150954
868,37.765951970869835
869,40.997498566869595
870,42.97193592802169
871,44.92013616623887
872,47.07760916617882
873,35.753623363099315
874,35.59356441250602
875,43.46727351300393
876,54.44926322182989
877,42.89599949037485
878,33.932491480045485
879,46.98254264176758
880,43.05372393788592
881,43.01400962833539
882,35.83346816527189
883,36.30097038284819
884,50.52810105880829
885,69.01941038907165
886,36.898735849322904
887,59.24875630818595
888,47.447747381084426
889,44.828882329144406
890,16.479135037584754
891,28.299442508308115
892,32.416354366340464
893,33.62610106122949
894,52.85590898455424
895,33.150959165542105
896,37.07082092279799
897,36.5110642735352
898,61.04922369175068
899,22.833769080664137
900,36.573066274218974
901,37.51141632530547
902,50.50496480708031
903,50.5033337193282
904,34.974040465239526
905,58.60821863365718
906,34.32847565830051
907,60.83254749860454
908,15.974640458405148
909,39.64644876825001
910,52.78094378112108
911,48.18553695556644
912,54.80952012525913
913,22.91632962230042
914,68.20339649025817
915,58.4984847290288
916,42.42548237191919
917,40.66253900690302
918,46.83343298086339
919,47.308426079632824
920,32.76041929687688
921,26.72530737443075
922,27.90564132245457
923,33.21414362636181
924,49.39864652552406
925,32.12117724125955
926,34.503796033947154
927,52.82691929827442
928,50.14770864826242
929,54.96361726666668
930,37.692792367398596
931,36.033573680577504
932,37.160407469353316
933,47.25943792693242
934,40.54808294493949
935,43.75255699992224
936,43.82107083461217
937,50.79452603141837
938,39.565249271255055
939,33.22020617537583
940,44.75660057048064
941,54.13802197659881
942,46.65621122815736
943,31.84357869930491
944,47.230735048396895
945,40.11554827442521
946,43.87776023806407
947,35.71790431919701
948,39.037344555908476
949,54.38019270991976
950,67.4503859867606
951,41.57655219641873
952,59.000146356420956
953,51.41301304073984
954,41.549762920944076
955,16.366087871878232
956,28.249409668835177
957,32.009990351546776
958,33.21501043223418
959,52.65784334591516
960,34.72584254671133
961,42.30561385926934
962,37.96879245537831
963,63.34755253896374
964,22.68445493811683
965,36.53990560789697
966,37.84716808809746
967,49.51142774307638
968,51.43769570871443
969,34.959768444142355
970,56.800616852861694
971,38.123240094473005
972,58.23373066319468
973,15.578276992930158
974,42.79351181206333
975,51.1184685001725
976,47.97705469018361
977,56.57336908985566
978,24.992183103942125
979,64.16377397522614
980,57.42919982588931
981,39.03558723253228
982,41.66419627710717
983,48.99183523970183
984,48.30042673102865
985,34.27298713453365
986,25.212333861783858
987,30.547992356770866
988,30.013498071408126
989,51.27440610291514
990,28.472557813046055
991,34.004129645067636
992,51.67862830219608
993,49.269162101777724
994,54.44640187048837
995,38.666008367667615
996,29.84439338669362
997,36.84155789677229
998,48.99230273410066
999,45.28867730891777
1000,44.62770803167271
1001,43.60585093677758
1002,53.977110064046876
1003,41.38508851712008
1004,39.60284464083448
1005,48.82432812221316
1006,53.67933052854805
1007,47.87941577585746
1008,27.73510152676936
1009,48.27791010683708
1010,42.62394728725243
1011,44.30327992323859
1012,32.679925946972645
1013,37.66981141821897
1014,54.66494655344794
1015,64.02711001778962
1016,43.90675045459872
1017,63.53391198115084
1018,49.581183801366265
1019,33.47215812762672
1020,17.450855284010117
1021,28.294269813444714
1022,34.04725631996182
1023,33.03832695745797
1024,52.02697195803314
1025,35.83751399600527
1026,42.02553309544752
1027,40.32319393483614
1028,57.293880109312866
1029,22.855275500579296
1030,40.72374031449822
1031,36.41789377962809
1032,50.12590450949325
1033,56.37130073952236
1034,36.085987072440126
1035,54.207116713706405
1036,31.890526946600417
1037,65.16834095902746
1038,15.582144741330445
1039,38.60307094122669
1040,48.281833505704185
1041,44.85457616048693
1042,55.064361316432745
1043,25.567092839427076
1044,62.36704992405653
1045,57.48460042411493
1046,39.563973145272556
1047,41.33175058787404
1048,48.95253453145588
1049,49.19286889436834
1050,34.53794442212769
1051,25.822497148040245
1052,29.65352347940574
1053,30.091047980568806
1054,53.15292641755197
1055,28.17580545611438
1056,32.90097185977848
1057,54.311063943361006
1058,48.69709694833166
1059,53.53597236666347
1060,36.71447696368369
1061,33.12785724129887
1062,37.163407445566435
1063,47.933725469993426
1064,46.93168163821586
1065,46.147330260105385
1066,43.20269813337137
1067,55.19755649997139
1068,44.140495687465915
1069,34.00825347582512
1070,48.22198487128883
1071,53.6587088325504
1072,50.391480938318196
1073,30.5763292633928
1074,49.61646702103068
1075,37.446476543569105
1076,45.53834214566935
1077,32.5557104677584
1078,35.77158567410453
1079,57.183669258819776
1080,65.48088510137542
1081,48.5434754051325
1082,65.0231238540467
1083,53.7497901311841
1084,37.180913823986316
1085,17.375946825452935
1086,28.22261985088666
1087,34.783472829768534
1088,30.56914502238628
1089,47.99580405463034
1090,38.440680632737255
1091,41.983632178837865
1092,39.9776060452858
1093,41.21798993873708
1094,22.783625538021237
1095,44.350888222122414
1096,36.73724180851977
1097,54.60996532337573
1098,55.820806611850784
1099,34.20806156653608
1100,53.37691871644353
1101,28.163955689047768
1102,65.95100409223865
1103,15.475728955052338
1104,39.218047769911806
1105,49.268004485532
1106,41.03181601082964
1107,55.15248951499156
1108,23.44587519910695
1109,63.53381263923508
1110,55.49766396922253
1111,41.465047362796554
1112,41.90792525151141
1113,50.070239669608966
1114,50.977511466119225
1115,35.549611125206724
1116,27.3843560678045
1117,28.441619976225432
1118,30.909794394760095
1119,54.69284143322784
1120,29.83909074907693
1121,33.554413843675576
1122,51.93182845926415
1123,50.530126682853535
1124,53.329808950799865
1125,38.4691534589156
1126,31.75992347845894
1127,35.93373475797267
1128,49.709813910375985
1129,46.82397127056579
1130,47.076934396471984
1131,47.04629965689662
1132,53.00007132450157
1133,43.57901870995867
1134,36.259682867141706
1135,46.65457917186207
1136,52.54748318948549
1137,48.790196702165055
1138,32.434717774014324
1139,50.20403320244279
1140,40.99482050056808
1141,45.16969439907835
1142,35.09755357111648
1143,35.09304381620224
1144,58.16076756229195
1145,67.72262291193381
1146,48.23583600205062
1147,63.53596799808078
1148,52.63352581722904
1149,35.41450940266238
1150,17.667491292725945
1151,28.19974159242598
1152,36.042550144149985
1153,32.59855637809426
1154,47.77890513852469
1155,36.891705890569284
1156,43.72743795515086
1157,38.80178464594034
1158,39.40957433206353
1159,22.650992239346145
1160,45.865169791699145
1161,34.43531989634077
1162,52.617401395595834
1163,56.719300608450155
1164,35.611723300431805
1165,53.13706015636359
1166,28.344311659175638
1167,65.63827160433608
1168,16.010741854885122
1169,39.44182267873875
1170,50.715005775987564
1171,41.729305303335465
1172,50.79381794561439
1173,24.687336551908125
1174,63.81375496772495
1175,55.99467359596663
1176,41.29389303841752
1177,43.515260584057074
1178,50.57637872844014
1179,56.77441957864865
1180,36.90269674417262
1181,25.470868605625363
1182,31.8168812031076
1183,32.0643195908268
1184,55.84819870600024
1185,28.436502811710078
1186,36.01584560429974
1187,51.545853702113135
1188,48.03573670712913
1189,56.766420088543725
1190,38.65403089073632
1191,37.055451142745895
1192,38.08163311538125
1193,55.62304045888531
1194,46.69637759580881
1195,47.48969693796202
1196,49.92822018145536
1197,58.25688374705525
1198,48.616066412692916
1199,41.23041063162666
1200,54.90266655432634
1201,51.95297058608038
1202,50.42001554384831
1203,33.22178315963979
1204,53.64042551213886
1205,42.76744917402796
1206,50.49096725452671
1207,34.659591762989024
1208,38.11108612804453
1209,55.03223108646037
1210,67.84243288933088
1211,48.60473059080373
1212,67.8362047595453
1213,58.16504010553419
1214,35.15116087765818
1215,19.415315559797868
1216,28.301237530791063
1217,35.87563165485797
1218,31.057305758104874
1219,48.21843583544684
1220,41.19396954716285
1221,47.17632005642376
1222,42.18989838365272
1223,36.90957659818193
1224,22.862243217925645
1225,48.148553833325934
1226,37.874661325361565
1227,52.60719640475453
1228,58.673316300906635
1229,43.538809041987435
1230,55.15298007499224
1231,28.551129917055253
1232,67.51398883925484
1233,16.138826262949358
1234,36.346331089812715
1235,47.010245390124524
1236,42.603012117681374
1237,50.02767014697342
1238,27.808319635852737
1239,65.82153432696661
1240,57.58841441432134
1241,44.604784525008895
1242,43.66581022655853
1243,50.94094668254233
1244,55.878599626367105
1245,36.89512601713942
1246,28.696594697006226
1247,33.018170523552136
1248,33.596529268745186
1249,58.1947871178372
1250,29.926046696004306
1251,38.601871876960644
1252,54.68843247264442
1253,48.39381870840424
1254,58.8770442631738
1255,40.82921323197504
1256,36.69901289116231
1257,39.591078307527496
1258,54.772649044514765
1259,49.16347959427334
1260,49.953351484363026
1261,48.19873026235952
1262,59.699728550006924
1263,47.39735021810942
1264,42.866165335247175
1265,55.08857429981427
1266,52.32326215386732
1267,52.35926013006051
1268,33.524070735902704
1269,55.691819364589264
1270,42.98881687749206
1271,52.75651132126269
1272,33.608520183685755
1273,39.25166845880841
1274,59.09228784700851
1275,69.18699071260689
1276,49.062398614944044
1277,68.23755229891917
1278,59.165030503887465
1279,35.43936687841408
1280,19.573555827554948
1281,28.433770233808815
1282,34.32461241770865
1283,31.051305678354684
1284,48.13201163954171
1285,41.723498267065445
1286,51.47783962438994
1287,45.32547236287549
1288,37.0748320808631
1289,23.108520593263883
1290,52.61672597060018
1291,36.27801926579299
1292,53.480912791175626
1293,58.988501814812196
1294,42.935954320180244
1295,55.48022756398243
1296,30.335078668002016
1297,66.44661518348225
1298,16.30032941351397
1299,36.662155779983394
1300,49.74826487928872
1301,43.01242765304472
1302,52.52782857730048
1303,28.243346573015266
1304,68.07847074864327
1305,57.5319548839076
1306,43.45956563745722
1307,44.39246406389038
1308,51.46412800575522
1309,54.68011477991993
1310,37.86131815772195
1311,29.95481698021198
1312,33.95735487885601
1313,34.03653621188727
1314,59.62909378251883
1315,30.54127271060162
1316,39.107710758230624
1317,54.063718039107876
1318,49.80640500708411
1319,60.01081887390681
1320,39.3299920683489
1321,38.191114073454145
1322,38.791989024237104
1323,56.53794962356615
1324,50.50182999979698
1325,50.4486808632159
1326,49.736762250124016
1327,62.2894986959404
1328,48.835801024508676
1329,42.32573072187087
1330,54.71996574879189
1331,54.406548446204226
1332,52.423914461843225
1333,37.33939579669335
1334,56.212358791532566
1335,43.83112275582488
1336,54.253798439341196
1337,33.22960886440595
1338,39.73434241564209
1339,59.340968279964706
1340,66.9837187578955
1341,48.865903202168724
1342,67.73979397290408
1343,59.6327884150713
1344,35.15131321319251
1345,20.99285421162437
1346,28.03194524350153
1347,36.02936644762099
1348,31.67411658901699
1349,50.456378896120526
1350,44.46774213615819
1351,49.87738453112568
1352,45.71067930300973
1353,38.1632963794541
1354,23.246777922238337
1355,52.39248075545458
1356,35.59419904420683
1357,55.79196998465534
1358,61.58716790115328
1359,40.939888986454314
1360,56.21598594666517
1361,30.40003489484766
1362,67.23858859148534
